user_id,recency,frequency,monetary
R05164,48,19,257.45
R05165,30,23,431.21
R05166,42,21,298.09
R05167,21,17,213.35
R05168,26,22,320.42
R05169,21,17,219.9
R05170,33,28,423.2
R05171,24,17,279.21999999999997
R05172,34,24,321.36
R05173,20,21,319.01
R05174,24,12,187.71
R05175,59,18,245.09
R05176,45,16,255.05
R05177,66,24,382.64
R05178,31,22,305.91
R05179,31,21,318.04
R05180,56,21,297.02
R05181,49,16,249.93
R05182,18,20,302.83
R05183,33,15,220.06
R05184,35,22,329.15
R05185,44,13,185.49
R05186,34,17,236.93
R05187,24,21,290.98
R05188,18,21,305.90000000000003
R05189,23,18,300.6
R05190,36,15,236.82
R05191,49,22,330.72
R05192,21,24,372.78
R05193,23,19,293.84
R05194,41,30,494.0
R05195,27,22,361.68
R05196,35,22,364.75
R05197,32,19,283.0
R05198,46,20,321.97
R05199,28,25,398.86
R05200,74,20,324.66
R05201,42,21,363.86
R05202,24,19,251.62
R05203,36,27,410.29
R05204,31,19,273.1
R05205,20,22,343.96
R05206,36,23,382.2
R05207,49,20,289.62
R05208,32,23,386.43
R05209,31,25,369.64
R05210,71,10,182.88
R05211,34,11,155.31
R05212,33,11,147.09
R05213,37,21,356.26
R05214,24,20,293.01
R05215,46,22,372.02
R05216,23,17,262.98
R05217,26,19,295.25
R05218,42,27,442.54
R05219,79,19,283.74
R05220,25,21,325.02
R05221,40,18,333.01
R05222,52,22,427.44
R05223,33,20,315.1
R05224,20,20,301.46
R05225,34,28,437.49
R05226,34,21,384.61
R05227,20,25,389.16
R05228,27,15,250.72
R05229,31,33,546.37
R05230,22,25,382.47
R05231,35,16,285.09
R05232,24,22,338.71
R05233,60,19,348.8
R05234,44,28,413.7
R05235,29,30,438.27
R05236,20,18,289.82
R05237,24,19,329.63
R05238,36,18,303.81
R05239,25,23,372.26
R05240,44,16,263.56
R05241,24,30,416.02
R05242,41,19,323.61
R05243,22,26,338.9
R05244,87,17,250.54
R05245,23,14,191.11
R05246,19,18,302.64
R05247,19,18,302.51
R05248,19,20,342.71999999999997
R05249,65,23,362.18
R05250,82,24,377.8
R05251,22,19,303.09
R05252,43,28,371.83
R05253,25,26,425.23
R05254,19,19,337.2
R05255,57,23,340.11
R05256,48,19,269.3
R05257,34,20,299.53000000000003
R05258,56,13,182.89
R05259,21,16,239.72
R05260,49,19,326.87
R05261,20,16,266.79
R05262,26,20,296.25
R05263,22,20,304.02
R05264,21,25,397.02
R05265,19,19,243.31
R05266,21,21,344.06
R05267,40,17,284.4
R05268,71,16,297.25
R05269,34,19,265.99
R05270,73,16,269.65999999999997
R05271,26,14,212.39000000000001
R05272,22,16,239.39
R05273,20,31,507.32
R05274,27,20,358.23
R05275,41,14,196.17000000000002
R05276,46,30,441.78
R05277,27,16,225.7
R05278,43,24,397.04
R05279,34,19,316.1
R05280,26,11,171.39
R05281,31,23,337.85
R05282,27,17,272.62
R05283,41,26,443.4
R05284,22,22,370.29
R05285,24,19,325.37
R05286,48,18,303.40999999999997
R05287,25,20,275.69
R05288,21,16,286.57
R05289,48,21,320.52
R05290,24,19,306.46000000000004
R05291,42,28,453.91
R05292,98,19,338.11
R05293,25,24,396.44
R05294,48,18,232.07
R05295,64,18,269.81
R05296,78,19,315.42
R05297,28,22,322.96
R05298,56,18,285.75
R05299,26,21,350.03000000000003
R05300,31,20,269.5
R05301,116,13,176.3
R05302,30,16,242.73000000000002
R05303,45,16,223.72
R05304,36,14,192.39
R05305,34,20,275.44
R05306,61,19,313.42
R05307,52,21,351.14
R05308,98,13,209.51999999999998
R05309,31,18,263.45
R05310,20,20,296.04
R05311,20,16,262.92
R05312,56,19,296.68
R05313,45,26,365.01
R05314,61,16,258.31
R05315,54,21,332.85
R05316,24,10,153.84
R05317,38,22,322.93
R05318,26,24,377.83
R05319,31,26,369.58
R05320,29,26,411.76
R05321,36,25,426.41999999999996
R05322,44,16,206.33
R05323,23,23,347.9
R05324,49,23,329.48
R05325,33,16,247.2
R05326,29,23,387.01
R05327,34,28,406.88
R05328,32,25,413.01
R05329,26,17,352.43
R05330,23,20,300.48
R05331,27,18,282.46
R05332,28,22,348.84
R05333,41,19,319.9
R05334,22,20,285.3
R05335,27,15,230.53
R05336,30,19,268.77
R05337,20,18,303.65
R05338,41,19,296.51
R05339,66,14,225.22
R05340,32,24,356.77
R05341,35,22,300.36
R05342,23,21,324.37
R05343,59,22,354.59
R05344,37,18,308.81
R05345,60,23,333.44
R05346,64,25,383.68
R05347,52,19,273.62
R05348,94,20,299.22
R05349,42,20,332.06
R05350,65,26,377.2
R05351,27,13,231.31
R05352,21,24,318.24
R05353,60,25,416.83
R05354,37,22,339.52
R05355,43,24,359.21
R05356,23,21,311.17
R05357,26,18,274.14
R05358,64,25,426.34000000000003
R05359,23,18,288.33
R05360,41,23,319.46
R05361,35,17,211.06
R05362,20,13,223.51999999999998
R05363,36,7,95.4
R05364,24,15,217.12
R05365,46,20,288.86
R05366,57,16,254.95
R05367,33,16,277.1
R05368,58,14,243.22
R05369,48,15,266.08
R05370,28,26,396.76
R05371,38,21,310.45
R05372,38,21,379.94
R05373,29,23,362.64
R05374,40,25,347.02
R05375,24,23,365.90999999999997
R05376,21,13,189.19
R05377,22,23,330.63
R05378,25,17,248.75
R05379,73,19,269.91
R05380,27,24,379.89
R05381,25,13,182.82999999999998
R05382,31,23,348.76
R05383,58,17,240.26
R05384,50,24,406.0
R05385,31,20,274.97
R05386,46,13,207.27
R05387,47,23,351.15999999999997
R05388,26,24,340.11
R05389,30,20,300.64
R05390,52,22,363.53000000000003
R05391,41,23,341.41
R05392,42,18,339.16
R05393,31,23,361.28
R05394,40,18,288.62
R05395,22,20,325.09000000000003
R05396,33,18,301.51
R05397,25,22,315.24
R05398,24,27,416.89
R05399,29,8,110.69
R05400,24,31,389.71
R05401,42,22,339.11
R05402,25,13,176.69
R05403,34,16,265.2
R05404,73,28,441.33
R05405,43,22,388.78
R05406,51,20,317.35
R05407,57,17,284.49
R05408,46,21,307.06
R05409,23,25,398.43
R05410,24,19,264.56
R05411,54,16,246.4
R05412,32,23,318.83
R05413,42,25,346.14
R05414,41,20,258.3
R05415,44,20,311.96
R05416,42,23,309.02
R05417,20,21,310.69
R05418,25,27,421.08
R05419,30,23,318.42
R05420,22,27,462.83
R05421,36,15,239.08
R05422,31,17,287.91
R05423,43,18,278.2
R05424,66,23,356.37
R05425,28,21,409.26
R05426,22,20,295.26
R05427,21,26,442.21000000000004
R05428,37,19,340.74
R05429,23,26,366.77
R05430,57,18,258.62
R05431,34,21,294.07
R05432,19,25,348.4
R05433,27,17,223.26
R05434,39,17,277.48
R05435,23,17,287.42
R05436,72,25,365.49
R05437,65,19,295.38
R05438,39,15,211.25
R05439,44,19,305.40999999999997
R05440,58,17,300.24
R05441,80,10,207.26
R05442,34,21,316.7
R05443,19,16,260.13
R05444,27,26,370.58
R05445,52,14,213.58
R05446,23,26,410.71999999999997
R05447,20,22,397.89
R05448,32,25,425.54
R05449,44,22,330.4
R05450,21,26,344.73
R05451,44,21,367.68
R05452,24,23,415.55
R05453,25,14,207.1
R05454,69,13,216.1
R05455,64,19,294.12
R05456,39,19,317.75
R05457,75,27,449.04
R05458,20,20,315.59
R05459,32,20,281.17
R05460,37,19,311.58
R05461,41,19,346.15
R05462,35,10,166.22
R05463,21,28,378.88
R05464,37,23,367.19
R05465,79,15,213.32999999999998
R05466,33,20,263.19
R05467,70,22,315.16
R05468,45,14,205.18
R05469,38,18,293.67
R05470,34,25,422.08
R05471,19,20,308.83
R05472,90,11,162.15
R05473,38,22,332.63
R05474,26,25,353.67
R05475,30,15,208.91
R05476,22,20,272.7
R05477,32,17,287.37
R05478,26,23,405.1
R05479,20,23,350.57
R05480,19,15,203.82999999999998
R05481,24,16,220.48
R05482,22,22,308.49
R05483,31,27,421.97
R05484,27,18,263.89
R05485,30,23,317.57
R05486,39,15,210.12
R05487,25,20,318.99
R05488,24,13,194.07
R05489,33,19,278.23
R05490,34,15,216.99
R05491,27,35,507.4
R05492,40,16,270.41
R05493,19,18,286.43
R05494,19,23,363.59000000000003
R05495,23,22,338.35
R05496,38,29,507.5
R05497,62,14,229.95999999999998
R05498,29,18,230.37
R05499,70,22,309.46
R05500,72,20,332.5
R05501,23,16,323.65
R05502,45,15,241.9
R05503,35,24,399.96
R05504,20,20,296.56
R05505,24,16,190.87
R05506,40,25,323.78
R05507,22,23,324.6
R05508,32,19,281.91
R05509,23,17,246.97
R05510,88,19,276.06
R05511,58,19,313.66
R05512,22,18,295.39
R05513,35,20,322.21
R05514,22,23,379.71
R05515,37,26,391.89
R05516,27,25,397.66
R05517,83,14,220.3
R05518,24,15,241.94
R05519,21,23,390.39
R05520,65,30,437.01
R05521,31,17,282.63
R05522,40,14,219.96
R05523,32,25,341.84
R05524,33,20,306.23
R05525,29,24,448.62
R05526,39,11,196.47
R05527,73,26,422.26
R05528,32,15,248.72
R05529,49,18,283.96
R05530,70,23,325.8
R05531,25,21,310.87
R05532,30,22,275.75
R05533,19,24,364.34000000000003
R05534,20,16,201.93
R05535,26,21,299.85
R05536,36,16,232.13
R05537,46,14,187.45
R05538,55,28,433.45
R05539,32,24,326.82
R05540,40,18,277.43
R05541,24,25,344.16
R05542,30,23,357.07
R05543,35,22,343.44
R05544,80,19,301.85
R05545,46,24,364.53
R05546,23,17,270.31
R05547,25,22,324.98
R05548,23,25,370.45
R05549,50,13,187.48
R05550,34,23,413.67
R05551,19,26,361.15
R05552,26,16,243.75
R05553,43,8,120.93
R05554,30,18,236.44
R05555,21,10,185.41
R05556,84,19,283.9
R05557,48,20,326.43
R05558,21,33,525.62
R05559,24,30,441.28
R05560,49,26,382.45
R05561,52,19,287.5
R05562,36,23,354.84
R05563,40,22,311.04
R05564,27,13,196.24
R05565,45,21,322.95
R05566,35,21,339.49
R05567,29,13,182.79
R05568,27,20,270.1
R05569,25,18,254.88
R05570,81,18,265.27
R05571,27,20,294.49
R05572,20,18,261.59
R05573,47,23,342.26
R05574,78,15,240.62
R05575,28,18,313.0
R05576,34,23,332.03
R05577,19,23,321.32
R05578,27,21,354.85
R05579,23,17,246.65
R05580,32,17,276.08
R05581,18,17,305.75
R05582,51,14,212.73
R05583,63,21,373.33
R05584,18,18,324.18
R05585,71,15,258.28
R05586,41,22,356.04
R05587,40,21,307.06
R05588,23,27,421.57
R05589,23,24,358.94
R05590,26,22,377.44
R05591,56,17,241.17000000000002
R05592,47,21,341.44
R05593,21,26,407.02
R05594,31,17,307.68
R05595,22,21,317.09000000000003
R05596,24,26,363.05
R05597,20,27,396.56
R05598,39,29,421.4
R05599,72,20,304.13
R05600,49,19,311.97
R05601,23,18,299.2
R05602,20,24,384.35
R05603,29,23,386.77
R05604,36,12,197.47
R05605,22,23,354.42
R05606,23,24,341.52
R05607,21,15,225.3
R05608,73,21,335.16
R05609,21,26,428.07
R05610,54,19,242.29
R05611,22,25,372.63
R05612,21,18,273.62
R05613,25,21,311.75
R05614,42,18,300.33
R05615,43,21,375.51
R05616,47,21,296.69
R05617,19,28,439.14
R05618,89,14,208.01
R05619,19,23,365.31
R05620,44,14,223.61
R05621,51,15,255.32
R05622,20,16,278.43
R05623,27,23,373.24
R05624,41,16,259.16
R05625,23,23,373.92
R05626,38,20,319.81
R05627,35,25,344.12
R05628,34,20,269.49
R05629,35,17,208.05
R05630,33,23,337.48
R05631,50,15,222.15
R05632,19,29,442.38
R05633,72,25,404.41
R05634,23,19,337.42
R05635,20,20,331.01
R05636,21,22,346.68
R05637,24,24,420.51
R05638,71,19,255.67000000000002
R05639,27,26,397.2
R05640,36,16,249.28
R05641,23,30,424.87
R05642,21,18,261.13
R05643,34,21,295.43
R05644,27,21,286.14
R05645,22,19,253.97
R05646,71,25,410.52
R05647,49,17,258.16
R05648,33,22,376.2
R05649,50,24,360.95
R05650,48,16,247.39000000000001
R05651,18,23,352.83
R05652,21,17,279.82
R05653,38,22,374.35
R05654,26,19,361.39
R05655,46,24,396.15000000000003
R05656,41,15,245.37
R05657,22,15,234.73
R05658,37,15,244.87
R05659,21,19,281.25
R05660,22,23,346.34000000000003
R05661,29,19,313.92
R05662,48,18,276.31
R05663,34,22,278.13
R05664,36,25,344.26
R05665,30,21,327.29
R05666,19,15,236.01999999999998
R05667,21,21,344.97
R05668,20,28,356.11
R05669,53,20,319.84
R05670,23,16,303.98
R05671,23,20,306.26
R05672,39,20,241.96
R05673,32,13,189.31
R05674,25,27,374.37
R05675,24,23,306.04
R05676,25,20,294.65999999999997
R05677,25,26,390.75
R05678,43,17,219.65
R05679,37,20,274.7
R05680,27,13,170.74
R05681,29,18,282.47
R05682,19,19,289.46999999999997
R05683,99,18,298.02
R05684,43,24,364.18
R05685,34,23,371.85
R05686,31,15,256.73
R05687,80,16,227.17
R05688,63,19,303.53
R05689,44,14,221.07
R05690,18,21,308.86
R05691,28,17,237.9
R05692,23,22,382.27
R05693,34,18,270.77
R05694,25,18,260.47
R05695,26,20,330.02
R05696,30,20,342.7
R05697,20,19,296.48
R05698,31,18,285.38
R05699,55,14,262.65999999999997
R05700,37,15,217.95
R05701,22,17,275.88
R05702,19,32,498.05
R05703,34,16,232.44
R05704,53,23,349.82
R05705,92,18,270.78
R05706,41,24,375.76
R05707,51,18,270.06
R05708,20,15,215.66
R05709,59,15,242.81
R05710,39,16,270.48
R05711,19,25,452.79
R05712,34,16,222.03
R05713,38,19,321.93
R05714,19,15,197.39000000000001
R05715,39,15,282.15
R05716,25,15,221.06
R05717,99,18,263.59
R05718,40,20,411.77
R05719,44,21,332.31
R05720,29,20,332.26
R05721,25,18,270.96999999999997
R05722,33,24,337.2
R05723,48,22,331.76
R05724,29,20,333.24
R05725,38,16,250.28
R05726,39,14,201.7
R05727,29,19,300.12
R05728,38,24,344.78
R05729,28,15,268.58
R05730,25,20,301.13
R05731,31,20,331.21
R05732,49,17,259.17
R05733,46,13,217.95
R05734,40,21,285.61
R05735,19,19,265.19
R05736,27,23,311.27
R05737,20,15,208.66
R05738,50,25,406.84
R05739,23,18,250.89
R05740,31,24,336.01
R05741,22,14,226.73
R05742,22,21,304.81
R05743,54,22,339.44
R05744,23,24,354.65
R05745,50,21,301.8
R05746,37,23,349.5
R05747,21,17,240.43
R05748,21,19,277.16
R05749,26,22,315.25
R05750,78,23,330.2
R05751,30,18,274.76
R05752,22,18,286.96
R05753,32,22,295.28
R05754,27,27,396.72
R05755,20,27,393.64
R05756,25,22,334.86
R05757,29,22,417.39
R05758,52,24,411.15000000000003
R05759,49,18,278.82
R05760,32,16,235.82
R05761,22,12,217.44
R05762,55,16,270.7
R05763,31,28,467.93
R05764,74,20,313.15
R05765,113,14,239.45
R05766,52,20,357.26
R05767,50,14,210.13
R05768,20,21,339.69
R05769,92,20,278.44
R05770,41,19,268.59
R05771,21,20,316.38
R05772,58,16,191.59
R05773,23,16,302.15
R05774,32,14,218.13
R05775,19,20,294.67
R05776,44,15,223.47
R05777,29,9,152.68
R05778,23,28,396.71
R05779,31,11,187.65
R05780,36,18,263.35
R05781,98,11,157.17
R05782,63,23,336.15
R05783,22,26,426.1
R05784,20,25,417.01
R05785,21,21,288.82
R05786,53,14,232.13
R05787,25,18,269.23
R05788,35,22,376.04
R05789,32,23,374.76
R05790,58,28,422.7
R05791,34,13,200.74
R05792,26,22,281.31
R05793,42,26,357.09
R05794,70,15,215.03
R05795,37,22,329.88
R05796,42,18,239.71
R05797,34,20,342.58
R05798,29,24,347.59
R05799,24,20,292.19
R05800,21,25,373.24
R05801,66,15,221.35
R05802,75,23,364.43
R05803,21,23,340.69
R05804,33,14,200.38
R05805,31,13,203.39
R05806,46,25,412.59
R05807,23,15,216.51
R05808,31,23,345.57
R05809,71,12,169.54
R05810,24,11,192.81
R05811,41,15,212.32999999999998
R05812,26,25,411.61
R05813,21,18,310.66
R05814,38,20,324.72
R05815,24,19,299.75
R05816,22,22,362.79
R05817,28,20,293.19
R05818,26,22,353.93
R05819,45,13,234.63
R05820,40,28,459.43
R05821,54,20,293.93
R05822,38,25,368.29
R05823,19,20,270.69
R05824,36,24,412.18
R05825,41,20,244.09
R05826,53,22,328.34
R05827,22,18,264.11
R05828,24,22,305.99
R05829,71,16,232.93
R05830,27,18,336.68
R05831,83,19,288.56
R05832,19,27,422.40999999999997
R05833,24,22,343.01
R05834,22,24,312.0
R05835,27,21,310.57
R05836,25,15,193.61
R05837,24,17,302.12
R05838,49,20,308.01
R05839,37,11,152.70000000000002
R05840,50,18,263.32
R05841,52,16,240.27
R05842,71,16,239.97
R05843,41,20,271.17
R05844,19,18,251.47
R05845,22,16,242.67
R05846,110,13,216.9
R05847,26,14,194.83
R05848,39,24,397.72
R05849,50,19,314.42
R05850,34,18,288.05
R05851,25,19,293.81
R05852,23,19,255.68
R05853,48,23,355.64
R05854,23,18,300.34
R05855,37,19,263.64
R05856,21,21,273.4
R05857,35,25,381.3
R05858,28,27,374.93
R05859,58,16,233.14
R05860,24,21,306.54
R05861,21,18,311.12
R05862,43,22,371.86
R05863,34,23,354.02
R05864,31,18,247.37
R05865,31,19,312.0
R05866,29,21,290.57
R05867,44,23,403.4
R05868,28,21,310.59
R05869,53,26,386.71000000000004
R05870,26,21,287.93
R05871,28,23,351.33
R05872,24,17,293.32
R05873,70,12,239.21
R05874,42,13,172.68
R05875,22,26,391.42
R05876,19,24,378.5
R05877,20,21,319.53
R05878,81,22,335.52
R05879,40,26,426.42
R05880,40,20,270.72
R05881,30,26,384.27
R05882,50,18,338.0
R05883,69,15,183.26
R05884,22,24,399.61
R05885,24,14,244.24
R05886,41,25,403.54
R05887,25,25,419.82
R05888,20,14,182.55
R05889,46,14,236.49
R05890,60,20,329.22
R05891,40,19,296.14
R05892,51,20,315.39
R05893,19,18,304.53
R05894,23,17,279.98
R05895,19,17,261.28
R05896,24,26,357.5
R05897,30,22,296.11
R05898,44,14,200.03
R05899,33,17,264.48
R05900,33,23,419.67
R05901,46,18,262.37
R05902,41,16,249.19
R05903,20,20,274.02
R05904,24,21,335.21
R05905,28,20,290.14
R05906,24,15,221.72
R05907,33,20,293.55
R05908,40,21,311.52
R05909,33,24,377.6
R05910,22,25,352.8
R05911,20,21,362.74
R05912,28,11,181.33
R05913,39,11,155.39
R05914,53,19,303.77
R05915,81,17,277.46
R05916,42,21,305.47
R05917,23,16,205.52
R05918,23,18,306.53
R05919,38,21,299.17
R05920,39,15,297.21
R05921,33,13,168.9
R05922,20,20,307.53000000000003
R05923,66,14,250.91
R05924,31,23,306.32
R05925,24,22,302.82
R05926,26,19,327.24
R05927,24,21,301.59
R05928,42,20,296.3
R05929,39,15,248.63
R05930,21,28,521.19
R05931,24,15,243.04
R05932,25,20,320.66
R05933,31,18,289.95
R05934,24,19,333.98
R05935,22,23,358.59999999999997
R05936,145,13,174.0
R05937,21,22,377.08
R05938,34,17,344.33
R05939,36,18,276.11
R05940,33,26,389.29
R05941,20,21,321.55
R05942,27,31,500.64
R05943,96,24,362.94
R05944,26,15,204.6
R05945,21,20,311.58
R05946,23,27,392.59000000000003
R05947,20,19,259.48
R05948,46,22,318.86
R05949,32,22,367.75
R05950,62,25,347.83
R05951,29,21,312.8
R05952,19,20,306.44
R05953,46,24,333.89
R05954,64,15,224.1
R05955,21,22,330.43
R05956,47,23,328.11
R05957,31,19,264.88
R05958,65,20,331.05
R05959,38,13,219.64
R05960,29,22,323.43
R05961,78,22,361.67
R05962,22,17,253.22
R05963,36,25,410.7
R05964,23,19,304.96
R05965,26,18,311.08
R05966,55,20,342.33
R05967,29,21,366.7
R05968,45,20,373.85
R05969,30,15,251.6
R05970,31,17,249.45
R05971,53,17,254.71
R05972,46,18,308.19
R05973,60,17,265.02
R05974,25,22,401.0
R05975,38,20,344.84
R05976,45,17,273.32
R05977,23,18,273.14
R05978,24,18,269.91
R05979,20,24,363.97
R05980,25,18,286.1
R05981,21,21,370.88
R05982,27,14,186.29999999999998
R05983,30,25,388.46999999999997
R05984,19,16,241.2
R05985,34,20,281.36
R05986,27,21,311.65
R05987,19,18,249.48000000000002
R05988,30,26,364.5
R05989,53,21,330.13
R05990,52,22,334.34
R05991,22,29,461.1
R05992,32,21,350.51
R05993,23,24,412.44
R05994,23,27,433.89
R05995,34,27,329.64
R05996,47,20,342.9
R05997,25,22,351.73
R05998,55,15,227.34
R05999,41,16,248.54
R06000,23,13,180.26
R06001,36,21,355.03
R06002,82,16,200.12
R06003,22,14,194.22
R06004,26,23,338.09000000000003
R06005,48,17,219.69
R06006,25,18,287.19
R06007,79,21,328.99
R06008,27,32,480.68
R06009,36,12,216.78
R06010,29,27,485.3
R06011,26,20,301.18
R06012,38,23,324.95
R06013,29,27,389.9
R06014,83,20,346.49
R06015,22,21,306.37
R06016,20,22,324.31
R06017,26,15,224.01999999999998
R06018,34,16,277.87
R06019,24,24,335.81
R06020,31,17,313.48
R06021,24,26,442.98
R06022,59,14,171.55
R06023,22,17,335.73
R06024,28,24,327.5
R06025,27,19,311.51
R06026,20,12,175.87
R06027,27,19,288.14
R06028,56,13,193.48
R06029,26,22,369.96
R06030,36,19,275.59
R06031,24,22,358.4
R06032,33,20,286.56
R06033,28,26,385.44
R06034,32,31,460.7
R06035,42,19,323.89
R06036,32,20,318.32
R06037,27,14,237.86
R06038,41,21,361.35
R06039,35,24,363.79
R06040,38,11,170.56
R06041,26,25,371.21000000000004
R06042,23,19,265.37
R06043,33,13,222.79
R06044,70,27,349.04
R06045,30,19,286.87
R06046,22,21,303.78
R06047,26,20,315.44
R06048,84,16,195.55
R06049,43,20,320.66
R06050,36,23,391.15
R06051,44,26,407.71999999999997
R06052,51,19,267.35
R06053,20,15,276.06
R06054,34,20,304.48
R06055,53,17,206.22
R06056,43,18,231.64000000000001
R06057,28,16,249.51
R06058,53,21,335.24
R06059,30,21,350.86
R06060,60,17,237.32
R06061,44,17,281.84
R06062,25,15,251.4
R06063,28,23,378.76
R06064,37,21,327.24
R06065,35,25,433.71
R06066,116,20,322.63
R06067,58,18,290.8
R06068,22,20,272.0
R06069,39,27,467.07
R06070,80,14,192.38
R06071,83,17,277.21
R06072,45,19,283.2
R06073,26,21,316.3
R06074,30,27,408.36
R06075,30,23,354.29
R06076,21,23,307.37
R06077,25,18,304.03
R06078,21,18,293.11
R06079,40,22,300.15
R06080,19,12,177.5
R06081,35,25,364.0
R06082,23,24,345.81
R06083,31,21,284.05
R06084,29,18,293.99
R06085,51,23,328.41
R06086,20,22,393.96
R06087,54,7,108.39
R06088,57,21,350.03
R06089,26,12,198.52
R06090,38,13,170.04
R06091,23,26,379.58
R06092,39,23,435.61
R06093,20,11,177.16
R06094,68,18,343.85
R06095,20,21,307.21
R06096,49,19,257.42
R06097,31,21,288.22
R06098,48,21,319.23
R06099,30,23,336.92
R06100,26,23,330.37
R06101,32,18,247.22
R06102,64,14,205.84
R06103,31,22,340.75
R06104,34,19,354.62
R06105,35,22,330.67
R06106,66,19,318.26
R06107,79,20,316.58
R06108,22,22,370.81
R06109,72,20,314.9
R06110,29,22,352.23
R06111,20,24,377.18
R06112,44,18,268.14
R06113,21,16,227.96
R06114,19,21,302.1
R06115,31,16,254.82
R06116,57,21,297.1
R06117,30,19,275.93
R06118,80,18,292.31
R06119,27,17,253.75
R06120,29,18,280.74
R06121,48,19,326.25
R06122,32,24,362.21
R06123,20,24,372.18
R06124,24,18,279.69
R06125,25,21,286.79
R06126,27,28,485.51
R06127,37,17,307.8
R06128,37,20,313.89
R06129,60,20,313.79
R06130,60,16,237.49
R06131,23,19,253.16
R06132,104,16,284.18
R06133,19,18,271.01
R06134,85,19,271.07
R06135,23,24,341.64
R06136,21,18,314.74
R06137,22,10,158.23000000000002
R06138,25,18,262.7
R06139,25,32,458.39
R06140,19,12,174.04
R06141,21,26,386.76
R06142,139,8,115.33
R06143,20,21,289.55
R06144,27,22,315.71
R06145,22,15,218.88
R06146,24,25,422.0
R06147,23,12,178.67
R06148,33,18,319.23
R06149,19,15,234.44
R06150,31,20,328.75
R06151,47,19,276.66
R06152,37,17,253.96
R06153,20,23,331.26
R06154,21,17,270.66
R06155,46,21,272.64
R06156,28,29,471.65
R06157,46,16,252.18
R06158,20,23,355.85
R06159,75,21,309.01
R06160,28,13,220.7
R06161,40,20,287.84
R06162,44,10,164.73
R06163,44,22,379.34
R06164,20,22,332.14
R06165,42,29,457.96
R06166,22,17,270.17
R06167,126,13,178.9
R06168,37,16,246.11
R06169,36,22,291.34
R06170,48,21,331.53
R06171,25,20,307.91
R06172,34,12,178.18
R06173,22,10,137.54000000000002
R06174,51,26,465.97
R06175,20,16,222.6
R06176,21,22,340.94
R06177,31,21,344.1
R06178,34,28,438.75
R06179,26,16,251.76
R06180,25,18,297.87
R06181,21,14,215.27
R06182,42,25,405.17
R06183,21,17,235.07
R06184,20,14,205.08
R06185,31,22,344.88
R06186,38,20,302.12
R06187,18,16,239.42
R06188,33,20,362.48
R06189,25,16,278.01
R06190,27,15,264.69
R06191,24,33,526.37
R06192,63,20,300.99
R06193,19,18,282.13
R06194,46,22,370.45
R06195,28,19,296.5
R06196,43,14,197.34
R06197,48,20,294.45
R06198,43,23,334.8
R06199,40,22,310.59000000000003
R06200,43,29,379.86
R06201,46,19,334.75
R06202,70,11,142.68
R06203,21,21,317.54
R06204,26,20,314.64
R06205,25,25,344.97
R06206,50,22,351.34
R06207,32,21,352.16
R06208,52,30,487.75
R06209,32,23,314.77
R06210,36,29,403.6
R06211,43,26,384.05
R06212,27,16,244.25
R06213,22,19,306.40999999999997
R06214,77,19,305.63
R06215,29,30,437.7
R06216,48,30,505.72
R06217,74,15,248.41
R06218,26,20,279.44
R06219,23,23,377.32
R06220,31,13,221.77
R06221,40,13,194.87
R06222,37,23,365.92
R06223,19,19,282.66
R06224,29,20,344.17
R06225,36,20,328.2
R06226,24,32,496.06
R06227,22,21,331.74
R06228,61,16,257.59000000000003
R06229,23,20,304.04
R06230,23,22,325.59000000000003
R06231,31,25,322.82
R06232,56,25,378.93
R06233,37,16,266.2
R06234,26,28,369.56
R06235,61,25,375.38
R06236,41,28,399.67
R06237,56,27,437.66
R06238,24,27,406.04
R06239,24,16,245.73
R06240,26,21,340.62
R06241,61,14,234.27
R06242,19,11,180.17000000000002
R06243,19,16,221.92000000000002
R06244,38,15,221.09
R06245,35,24,330.56
R06246,81,16,249.23
R06247,59,27,378.98
R06248,25,16,263.98
R06249,39,13,204.93
R06250,50,17,270.63
R06251,48,22,322.32
R06252,21,25,355.63
R06253,20,23,347.7
R06254,25,23,359.38
R06255,25,18,315.95
R06256,22,23,329.67
R06257,25,25,424.03000000000003
R06258,28,22,347.3
R06259,50,13,194.74
R06260,39,26,395.35
R06261,22,22,331.99
R06262,23,33,516.53
R06263,23,19,295.1
R06264,56,21,333.91
R06265,39,20,281.47
R06266,27,17,318.21999999999997
R06267,40,22,340.12
R06268,21,20,315.19
R06269,42,19,314.28000000000003
R06270,18,22,301.41
R06271,59,12,139.02
R06272,19,16,266.91
R06273,35,14,280.96
R06274,27,26,404.49
R06275,118,16,250.44
R06276,37,16,262.11
R06277,37,16,277.46
R06278,39,26,457.53
R06279,43,13,214.94
R06280,22,23,324.19
R06281,42,25,353.67
R06282,37,16,272.68
R06283,35,21,320.91
R06284,25,17,271.32
R06285,88,22,280.74
R06286,28,18,302.21999999999997
R06287,35,20,254.59
R06288,26,23,362.29
R06289,31,15,230.44
R06290,27,22,345.29
R06291,38,21,313.69
R06292,33,17,261.28
R06293,22,20,289.36
R06294,25,21,369.3
R06295,78,20,281.87
R06296,66,28,411.33
R06297,66,19,303.54
R06298,41,17,262.32
R06299,38,25,374.96999999999997
R06300,62,20,310.48
R06301,35,16,208.46
R06302,23,9,142.8
R06303,28,21,326.52
R06304,87,18,284.1
R06305,20,22,329.27
